,source,destination,weight
0,orders,orders-db,1
1,user,user-db,1
2,carts,carts-db,1
3,catalogue,catalogue-db,1
4,front-end,catalogue,1
5,unknown,front-end,1
6,orders,shipping,1
7,front-end,user,1
8,orders,user,1
9,orders,carts,1
10,front-end,carts,1
11,front-end,orders,1
12,orders,payment,1
13,catalogue-db,kubernetes-minion-group-6fdx,1
14,front-end,kubernetes-minion-group-3sk9,1
15,queue-master,kubernetes-minion-group-7k49,1
16,rabbitmq,kubernetes-minion-group-5rnc,1
17,shipping,kubernetes-minion-group-5rnc,1
18,carts,kubernetes-minion-group-7k49,1
19,catalogue,kubernetes-minion-group-6fdx,1
20,orders-db,kubernetes-minion-group-6fdx,1
21,payment,kubernetes-minion-group-6fdx,1
22,user-db,kubernetes-minion-group-7k49,1
23,carts-db,kubernetes-minion-group-5rnc,1
24,orders,kubernetes-minion-group-7k49,1
25,user,kubernetes-minion-group-6fdx,1
